index,g,g_error,r,r_error,b,b_error,parallax,parallax_error
0,11.278002738952637,0.000528927193954587,10.575041770935059,0.0006516240537166595,11.874046325683594,0.002035758690908551,0.7871259610644352,0.0400364315387301
1,12.160135269165039,0.00023201151634566486,11.803123474121094,0.000792371982242912,12.372579574584961,0.0018798389937728643,0.7985606331946603,0.03774081112078446
2,12.511895179748535,0.0002310287527507171,11.850566864013672,0.0009169980767183006,13.050260543823242,0.0020174107048660517,0.840250878856199,0.03957665817605007
3,12.679243087768555,0.0003599755000323057,12.401573181152344,0.001442858949303627,12.834153175354004,0.0018551520770415664,0.8515889445491585,0.035360300342368756
4,13.133635520935059,0.0007639270625077188,12.620711326599121,0.0017521751578897238,13.481897354125977,0.0026620111893862486,0.7801821151254458,0.02375762627735918
5,13.195191383361816,0.0004337310965638608,12.746417045593262,0.0011595451505854726,13.483648300170898,0.001743137720040977,0.8351640229215387,0.03268660978217788
6,13.195511817932129,0.00032862756052054465,12.642366409301758,0.0014008251018822193,13.593159675598145,0.002029824536293745,0.8504178113325365,0.0242193044132422
7,13.235563278198242,0.00043045406346209347,12.595377922058105,0.0014855609042569995,13.736712455749512,0.0024108539801090956,0.8068851146580691,0.02950754029596608
8,13.304605484008789,0.0003914686676580459,12.861202239990234,0.0013544217217713594,13.586236000061035,0.00175242661498487,0.794720219863228,0.02615670334517368
9,13.545370101928711,0.000313262251438573,13.088582992553711,0.0012042926391586661,13.841959953308105,0.0014353145379573107,0.8109073879853972,0.024719137705156685
10,13.590627670288086,0.0003308368322905153,13.14420223236084,0.0012239014031365514,13.876623153686523,0.001688517164438963,0.8104716508401149,0.02291331972780587
11,13.592894554138184,0.0003943702904507518,12.970781326293945,0.00273560150526464,14.056581497192383,0.0023566766176372766,0.8092362132517774,0.02722683969001634
12,13.704507827758789,0.0002963326114695519,13.249914169311523,0.001225623651407659,14.000410079956055,0.001454578130505979,0.7940354097234716,0.023256689788273038
13,13.740912437438965,0.00029442820232361555,13.294886589050293,0.001504505635239184,14.028078079223633,0.0032502019312232733,0.7705044838760168,0.027955190952278153
14,13.759495735168457,0.0002934225485660136,13.314784049987793,0.0011591375805437565,14.044686317443848,0.0018574978457763791,0.8279172140219933,0.024526137828515905
15,13.763448715209961,0.0003241071826778352,13.276862144470215,0.0011362825753167272,14.093205451965332,0.001627773162908852,0.8937273135260235,0.0239030914534715
16,13.787623405456543,0.0026043113321065903,13.343538284301758,0.01138046570122242,14.05988597869873,0.007831815630197525,0.7871158178869412,0.03238665236323422
17,13.79708480834961,0.00036268241819925606,13.39320182800293,0.0007143754628486931,14.035630226135254,0.0019344837637618184,0.7799075841459774,0.04594129849048871
18,13.801155090332031,0.0003910542873200029,13.354768753051758,0.0013674963265657425,14.088896751403809,0.0018567335791885853,0.833853107217703,0.023289159650179744
19,13.982879638671875,0.00039948453195393085,13.524775505065918,0.0013689137995243073,14.277953147888184,0.0022116501349955797,0.7717840598835795,0.02800863409900787
20,14.089558601379395,0.000332786439685151,13.639935493469238,0.0010751299560070038,14.377185821533203,0.0010764641920104623,0.7909504370577022,0.025006931560624907
21,14.093107223510742,0.0002732971333898604,13.6337251663208,0.0023684834595769644,14.3839111328125,0.001477465033531189,0.8212152974514377,0.024977771643732355
22,14.155938148498535,0.00028772393125109375,13.700995445251465,0.0014223463367670774,14.450952529907227,0.0013687737518921494,0.8281393614174838,0.027692147411637932
23,14.211318969726562,0.00028867818764410913,13.74705696105957,0.0016981038497760892,14.511612892150879,0.0015840708510950208,0.8187894299819946,0.02848220321791397
24,14.237977981567383,0.0003645823453553021,13.775912284851074,0.0019714997615665197,14.535416603088379,0.001727737602777779,0.7996614700017606,0.02660170173848293
25,14.34921646118164,0.000386594096198678,13.895946502685547,0.002099809003993869,14.637324333190918,0.00247033778578043,0.8316431823727787,0.03213643444382109
