index,g,g_error,r,r_error,b,b_error,parallax,parallax_error
26,14.349602699279785,0.00032451472361572087,13.851036071777344,0.0018068791832774878,14.684028625488281,0.0016677944222465158,0.8443801735494021,0.03041476251281432
27,14.383638381958008,0.00028502734494395554,13.928240776062012,0.0013313137460500002,14.674842834472656,0.003004910657182336,0.8080351973133891,0.026593674620935096
28,14.395638465881348,0.0003348859027028084,13.927648544311523,0.0016858725575730205,14.696179389953613,0.0021845255978405476,0.755484953780198,0.03171177713998902
29,14.525474548339844,0.00041135353967547417,14.05168342590332,0.00419168034568429,14.8260498046875,0.0024025756865739822,0.7829285948203244,0.03292938869035534
30,14.552229881286621,0.0003915078705176711,14.094037055969238,0.0016509677516296506,14.841917991638184,0.0034759745467454195,0.772380582902577,0.034064792948819034
31,14.690176963806152,0.0003878590650856495,14.219077110290527,0.002061793813481927,14.99205207824707,0.002533192513510585,0.7502472679133385,0.032436017328398306
32,14.691227912902832,0.0003912808606401086,14.164105415344238,0.0019631728064268827,15.056146621704102,0.002277701860293746,0.8257217226150719,0.03339121318245329
33,14.69657039642334,0.0003793170035351068,14.222566604614258,0.0025077457539737225,15.003562927246094,0.0022456671576946974,0.7971240964180122,0.029506890555762947
34,14.70339584350586,0.0005037047667428851,14.23123550415039,0.0030765074770897627,15.015198707580566,0.0027182521298527718,0.7776696086032626,0.03392120951078607
35,14.869765281677246,0.0005407604039646685,14.38593864440918,0.0017719573806971312,15.188946723937988,0.003326890990138054,0.8180730592136424,0.03507765537225695
36,14.923471450805664,0.0004509956343099475,14.431455612182617,0.0016709041083231568,15.254379272460938,0.0024043975863605738,0.8103448487732964,0.035700078689866896
37,14.957022666931152,0.0005555689567700028,14.45076847076416,0.001351111219264567,15.298340797424316,0.001781950006261468,0.8418502139094678,0.039490453508440805
38,14.973567008972168,0.0005981494905427098,14.477805137634277,0.003982751630246639,15.30302906036377,0.0017693176632747054,0.8559265981691428,0.03767390304807956
39,15.00541877746582,0.0005029207095503807,14.502630233764648,0.0020764379296451807,15.344585418701172,0.0031258368398994207,0.8152507306192281,0.035239189250859414
40,15.036401748657227,0.00047933831228874624,14.503750801086426,0.0019897990860044956,15.395994186401367,0.002349934307858348,0.8029332990105635,0.03350602931413208
41,15.073726654052734,0.0005427667056210339,14.523637771606445,0.0020256279967725277,15.457340240478516,0.003963491879403591,0.7917283454733314,0.03896539883558342
42,15.210379600524902,0.0008079649414867163,14.704245567321777,0.002319049322977662,15.552199363708496,0.003817675169557333,0.8577022609801588,0.03931245678386848
43,15.266972541809082,0.000663670536596328,14.75338077545166,0.0028264892753213644,15.615160942077637,0.00447357352823019,0.8721266370371986,0.038549929967743764
44,15.333866119384766,0.0006621303036808968,14.701105117797852,0.005571485031396151,15.654134750366211,0.007449360564351082,0.7611455847947237,0.042435507490644946
45,15.374408721923828,0.0007195038488134742,14.8551664352417,0.002802999457344413,15.736217498779297,0.00354361766949296,0.7649974240986999,0.044690087549507596
46,15.43773078918457,0.0005305886152200401,14.834219932556152,0.0016816704301163554,15.890180587768555,0.002607210772112012,0.8071147756454798,0.038265820782297344
47,15.483701705932617,0.0007818100275471807,14.950376510620117,0.0036805064883083105,15.857036590576172,0.0029035317711532116,0.8323853994693579,0.04572837992762282
48,15.51263427734375,0.0020913167390972376,14.885336875915527,0.0031165636610239744,15.992109298706055,0.007278017699718475,0.9052901208271786,0.048775065930803795
49,15.521181106567383,0.0006914742989465594,14.905169486999512,0.0018326026620343328,15.98439884185791,0.004310234449803829,0.7500376898718635,0.05377258761844086
50,15.532660484313965,0.0008850028389133513,14.996837615966797,0.004059636499732733,15.912147521972656,0.00476574944332242,0.7559126759256042,0.057456282034669924
51,15.690727233886719,0.0010852422565221786,15.104830741882324,0.010637020692229271,16.07543182373047,0.008588967844843864,0.8992693836742188,0.08176470472020088
52,15.751341819763184,0.0009013346862047911,15.192578315734863,0.005557546392083168,16.16359519958496,0.0071616265922784805,0.8617862167862639,0.0500891732221596
53,15.843238830566406,0.001050504855811596,15.275373458862305,0.00197406904771924,16.284711837768555,0.007475147023797035,0.8439751237563031,0.06573705070487271
54,15.847655296325684,0.0008201717282645404,15.266521453857422,0.00589093379676342,16.27754783630371,0.006952722556889057,0.7471675430848586,0.052706833189864785
55,15.876901626586914,0.0008430425659753382,15.30221176147461,0.006709263660013676,16.28443145751953,0.004850578494369984,0.8444566272375017,0.053596600921846406
56,15.976855278015137,0.0009169920813292265,15.398353576660156,0.0018313362961634994,16.40569305419922,0.004550890531390905,0.87257685714081,0.05379898249231017
57,16.064208984375,0.0007941740332171321,15.467384338378906,0.002481398405507207,16.513219833374023,0.00407195370644331,0.8095772728897902,0.06442043483306988
58,16.41229820251465,0.0008580676512792706,15.696237564086914,0.003940009977668524,17.009742736816406,0.007924671284854412,0.8195107340132096,0.06515012638098978
59,16.462003707885742,0.0009548782836645842,15.825080871582031,0.004666395019739866,16.953935623168945,0.00448925606906414,0.8949437134323844,0.06899842709449538
60,16.623376846313477,0.0011409529251977801,15.95608139038086,0.0035433496814221144,17.156320571899414,0.012114115990698338,0.9038634993341436,0.08428489425779326
61,16.876169204711914,0.0010967882117256522,16.184484481811523,0.005779423750936985,17.42828941345215,0.009049891494214535,0.720091093829632,0.07817725841635802
62,17.019424438476562,0.0010600794339552522,16.307313919067383,0.004475006368011236,17.60582160949707,0.009934944100677967,0.9173633129172599,0.08888262574827308
63,17.162193298339844,0.0009840686107054353,16.415088653564453,0.00736825680360198,17.790096282958984,0.012779767625033855,0.7534275427431405,0.09894154598654563
64,17.854703903198242,0.0020749985706061125,16.93589973449707,0.0060854721814394,18.729108810424805,0.009928658604621887,0.7454676490982552,0.1486525107847088
