,age,prob
0,8.0,0.0
1,8.001000500250125,0.0
2,8.00200100050025,0.0
3,8.003001500750376,0.0
4,8.0040020010005,0.0
5,8.005002501250626,0.0
6,8.00600300150075,0.0
7,8.007003501750875,0.0
8,8.008004002001,0.0
9,8.009004502251125,0.0
10,8.01000500250125,0.0
11,8.011005502751376,0.0
12,8.0120060030015,0.0
13,8.013006503251626,0.0
14,8.014007003501751,0.0
15,8.015007503751876,0.0
16,8.016008004002002,0.0
17,8.017008504252127,0.0
18,8.01800900450225,0.0
19,8.019009504752376,0.0
20,8.0200100050025,0.0
21,8.021010505252626,0.0
22,8.022011005502751,0.0
23,8.023011505752876,0.0
24,8.024012006003002,0.0
25,8.025012506253127,0.0
26,8.026013006503252,0.0
27,8.027013506753377,0.0
28,8.028014007003502,0.0
29,8.029014507253628,0.0
30,8.030015007503751,0.0
31,8.031015507753876,0.0
32,8.032016008004002,0.0
33,8.033016508254127,0.0
34,8.034017008504252,0.0
35,8.035017508754377,0.0
36,8.036018009004502,0.0
37,8.037018509254628,0.0
38,8.038019009504753,0.0
39,8.039019509754878,0.0
40,8.040020010005003,0.0
41,8.041020510255128,0.0
42,8.042021010505252,0.0
43,8.043021510755377,0.0
44,8.044022011005502,0.0
45,8.045022511255628,0.0
46,8.046023011505753,0.0
47,8.047023511755878,0.0
48,8.048024012006003,0.0
49,8.049024512256128,0.0
50,8.050025012506254,0.0
51,8.051025512756379,0.0
52,8.052026013006504,0.0
53,8.053026513256627,0.0
54,8.054027013506753,0.0
55,8.055027513756878,0.0
56,8.056028014007003,0.0
57,8.057028514257128,0.0
58,8.058029014507254,0.0
59,8.059029514757379,0.0
60,8.060030015007504,0.0
61,8.06103051525763,0.0
62,8.062031015507754,0.0
63,8.06303151575788,0.0
64,8.064032016008005,0.0
65,8.065032516258128,0.0
66,8.066033016508253,0.0
67,8.067033516758379,0.0
68,8.068034017008504,0.0
69,8.069034517258629,0.0
70,8.070035017508754,0.0
71,8.07103551775888,0.0
72,8.072036018009005,0.0
73,8.07303651825913,0.0
74,8.074037018509255,0.0
75,8.07503751875938,0.0
76,8.076038019009506,0.0
77,8.077038519259629,0.0
78,8.078039019509754,0.0
79,8.07903951975988,0.0
80,8.080040020010005,0.0
81,8.08104052026013,0.0
82,8.082041020510255,0.0
83,8.08304152076038,0.0
84,8.084042021010506,0.0
85,8.08504252126063,0.0
86,8.086043021510756,0.0
87,8.087043521760881,0.0
88,8.088044022011006,0.0
89,8.08904452226113,0.0
90,8.090045022511255,0.0
91,8.09104552276138,0.0
92,8.092046023011505,0.0
93,8.09304652326163,0.0
94,8.094047023511756,0.0
95,8.095047523761881,0.0
96,8.096048024012006,0.0
97,8.097048524262132,0.0
98,8.098049024512257,0.0
99,8.099049524762382,0.0
100,8.100050025012505,0.0
101,8.10105052526263,0.0
102,8.102051025512756,0.0
103,8.103051525762881,0.0
104,8.104052026013006,0.0
105,8.105052526263131,0.0
106,8.106053026513257,0.0
107,8.107053526763382,0.0
108,8.108054027013507,0.0
109,8.109054527263632,0.0
110,8.110055027513758,0.0
111,8.111055527763883,0.0
112,8.112056028014006,0.0
113,8.113056528264131,0.0
114,8.114057028514257,0.0
115,8.115057528764382,0.0
116,8.116058029014507,0.0
117,8.117058529264632,0.0
118,8.118059029514757,0.0
119,8.119059529764883,0.0
120,8.120060030015008,0.0
121,8.121060530265133,0.0
122,8.122061030515258,0.0
123,8.123061530765384,0.0
124,8.124062031015507,0.0
125,8.125062531265632,0.0
126,8.126063031515757,0.0
127,8.127063531765883,0.0
128,8.128064032016008,0.0
129,8.129064532266133,0.0
130,8.130065032516258,0.0
131,8.131065532766383,0.0
132,8.132066033016509,0.0
133,8.133066533266634,0.0
134,8.134067033516759,0.0
135,8.135067533766884,0.0
136,8.136068034017008,0.0
137,8.137068534267133,0.0
138,8.138069034517258,0.0
139,8.139069534767383,0.0
140,8.140070035017509,0.0
141,8.141070535267634,0.0
142,8.142071035517759,0.0
143,8.143071535767884,0.0
144,8.14407203601801,0.0
145,8.145072536268135,0.0
146,8.14607303651826,0.0
147,8.147073536768385,0.0
148,8.148074037018509,0.0
149,8.149074537268634,0.0
150,8.150075037518759,0.0
151,8.151075537768884,0.0
152,8.15207603801901,0.0
153,8.153076538269135,0.0
154,8.15407703851926,0.0
155,8.155077538769385,0.0
156,8.15607803901951,0.0
157,8.157078539269635,0.0
158,8.15807903951976,0.0
159,8.159079539769884,0.0
160,8.16008004002001,0.0
161,8.161080540270135,0.0
162,8.16208104052026,0.0
163,8.163081540770385,0.0
164,8.16408204102051,0.0
165,8.165082541270635,0.0
166,8.16608304152076,0.0
167,8.167083541770886,0.0
168,8.168084042021011,0.0
169,8.169084542271136,0.0
170,8.170085042521261,0.0
171,8.171085542771385,0.0
172,8.17208604302151,0.0
173,8.173086543271635,0.0
174,8.17408704352176,0.0
175,8.175087543771886,0.0
176,8.176088044022011,0.0
177,8.177088544272136,0.0
178,8.178089044522261,0.0
179,8.179089544772387,0.0
180,8.180090045022512,0.0
181,8.181090545272637,0.0
182,8.182091045522762,0.0
183,8.183091545772886,0.0
184,8.18409204602301,0.0
185,8.185092546273136,0.0
186,8.186093046523261,0.0
187,8.187093546773387,0.0
188,8.188094047023512,0.0
189,8.189094547273637,0.0
190,8.190095047523762,0.0
191,8.191095547773887,0.0
192,8.192096048024013,0.0
193,8.193096548274138,0.0
194,8.194097048524263,0.0
195,8.195097548774386,0.0
196,8.196098049024512,0.0
197,8.197098549274637,0.0
198,8.198099049524762,0.0
