,feh,prob
0,0.0,0.0010453186358673674
1,0.0005002501250625312,0.002012281926635558
2,0.0010005002501250625,0.0037889612934045563
3,0.0015007503751875936,0.006981075561810331
4,0.002001000500250125,0.012591584046391902
5,0.0025012506253126563,0.022242553573887883
6,0.003001500750375187,0.03849734770771511
7,0.0035017508754377185,0.06531600411167951
8,0.00400200100050025,0.10868176648265133
9,0.004502251125562781,0.17744033372324017
10,0.0050025012506253125,0.284394501220463
11,0.005502751375687844,0.44769453553868693
12,0.006003001500750374,0.6925580616824544
13,0.006503251625812906,1.0533420166072205
14,0.007003501750875437,1.5759733905351427
15,0.007503751875937968,2.320725668931195
16,0.0080040020010005,3.3653053003632856
17,0.00850425212606303,4.80818880875256
18,0.009004502251125562,6.772128272511837
19,0.009504752376188093,9.407722759064699
20,0.010005002501250625,12.896937643794638
21,0.010505252626313155,17.45644381070636
22,0.011005502751375688,23.340645179995956
23,0.011505752876438218,30.84426583367169
24,0.012006003001500749,40.30437663300095
25,0.01250625312656328,52.1017545864047
26,0.013006503251625811,66.66148501712046
27,0.013506753376688344,84.45273539609744
28,0.014007003501750874,105.98764923033352
29,0.014507253626813406,131.81932755994018
30,0.015007503751875937,162.53888365814896
31,0.015507753876938469,198.7715730657779
32,0.016008004002001,241.17201611769178
33,0.01650825412706353,290.4185439738628
34,0.01700850425212606,347.206712493639
35,0.017508754377188594,412.2420419175351
36,0.018009004502251125,486.2320551381524
37,0.018509254627313655,569.8777042181914
38,0.019009504752376186,663.8642942390844
39,0.01950975487743872,768.8520357850822
40,0.02001000500250125,885.4663818819973
41,0.02051025512756378,1014.2883309758951
42,0.02101050525262631,1155.8449027713334
43,0.02151075537768884,1310.600016011682
44,0.022011005502751375,1478.9460138966724
45,0.022511255627813906,1661.1960904556997
46,0.023011505752876436,1857.5778673163018
47,0.023511755877938967,2068.2283521400514
48,0.024012006003001497,2293.190476304889
49,0.02451225612806403,2532.411359748825
50,0.02501250625312656,2785.742386069588
51,0.025512756378189092,3052.9410942384125
52,0.026013006503251623,3333.6748078185824
53,0.026513256628314157,3627.5258348345974
54,0.027013506753376687,3933.9979863945364
55,0.027513756878439218,4252.524088293314
56,0.028014007003501748,4582.474101734636
57,0.02851425712856428,4923.163434761141
58,0.029014507253626812,5273.861017814702
59,0.029514757378689343,5633.7967389018195
60,0.030015007503751873,6002.167884922029
61,0.030515257628814404,6378.144315295355
62,0.031015507753876938,6760.8721949336905
63,0.03151575787893947,7149.476231835357
64,0.032016008004002,7543.060488232921
65,0.03251625812906453,7940.707956749993
66,0.03301650825412706,8341.479201590248
67,0.03351675837918959,8744.410453676564
68,0.03401700850425212,9148.511606427403
69,0.03451725862931466,9552.764584242632
70,0.03501750875437719,9956.12254361461
71,0.03551775887943972,10357.510318910437
72,0.03601800900450225,10755.826445540062
73,0.03651825912956478,11149.946987727195
74,0.03701850925462731,11538.73127696066
75,0.03751875937968984,11921.029539111989
76,0.03801900950475237,12295.69226430484
77,0.0385192596298149,12661.58106348573
78,0.03901950975487744,13017.580668653627
79,0.03951975987993997,13362.611674285612
80,0.0400200100050025,13695.643589964293
81,0.04052026013006503,14015.7077789675
82,0.04102051025512756,14321.90989017842
83,0.04152076038019009,14613.441445985944
84,0.04202101050525262,14889.590321509866
85,0.04252126063031515,15149.749926318964
86,0.04302151075537768,15393.426976217072
87,0.04352176088044022,15620.247806621413
88,0.04402201100550275,15829.963226034526
89,0.04452226113056528,16022.451935649282
90,0.04502251125562781,16197.722545379453
91,0.04552276138069034,16355.91420158238
92,0.04602301150575287,16497.295812831384
93,0.0465232616308154,16622.263822135545
94,0.047023511755877934,16731.33843720887
95,0.047523761880940464,16825.158202036226
96,0.048024012006002995,16904.472782523288
97,0.04852426213106553,16970.133848909238
98,0.04902451225612806,17023.08397650461
99,0.04952476238119059,17064.343547711167
100,0.05002501250625312,17094.995725594003
101,0.050525262631315654,17116.169672438715
102,0.051025512756378184,17129.022297817806
103,0.051525762881440715,17134.71893246643
104,0.052026013006503245,17134.413423477505
105,0.052526263131565776,17129.228224473514
106,0.05302651325662831,17120.235106774748
107,0.053526763381690844,17108.437130909897
108,0.054027013506753374,17094.752500322902
109,0.054527263631815905,17080.000861238077
110,0.055027513756878435,17064.892524706458
111,0.055527763881940966,17050.02097170413
112,0.056028014007003496,17035.858865619477
113,0.056528264132066026,17022.75765468177
114,0.05702851425712856,17010.950695608735
115,0.057528764382191094,17000.55969269544
116,0.058029014507253625,16991.604115930637
117,0.058529264632316155,16984.0131555751
118,0.059029514757378686,16977.63968319444
119,0.059529764882441216,16972.275631025273
120,0.06003001500750375,16967.668165975585
121,0.06053026513256628,16963.536026988677
122,0.06103051525762881,16959.585412208206
123,0.06153076538269134,16955.524839072594
124,0.062031015507753876,16951.078462117952
125,0.0625312656328164,16945.99740763861
126,0.06303151575787894,16940.068776695553
127,0.06353176588294146,16933.122069837103
128,0.064032016008004,16925.032896955785
129,0.06453226613306653,16915.72395135832
130,0.06503251625812906,16905.163342414642
131,0.0655327663831916,16893.360492688564
132,0.06603301650825412,16880.359909855597
133,0.06653326663331666,16866.233234254378
134,0.06703351675837918,16851.070036691093
135,0.06753376688344172,16834.96789400942
136,0.06803401700850424,16818.02229644366
137,0.06853426713356678,16800.316942279824
138,0.06903451725862932,16781.914947845697
139,0.06953476738369184,16762.85144515494
140,0.07003501750875438,16743.127962040908
141,0.0705352676338169,16722.70887607793
142,0.07103551775887944,16701.520120938887
143,0.07153576788394196,16679.45019594863
144,0.0720360180090045,16656.353404200112
