,dist,prob
0,700.0,0.0
1,700.6503251625813,0.0
2,701.3006503251626,0.0
3,701.9509754877439,0.0
4,702.6013006503251,0.0
5,703.2516258129065,0.0
6,703.9019509754877,0.0
7,704.552276138069,0.0
8,705.2026013006504,0.0
9,705.8529264632316,0.0
10,706.5032516258129,0.0
11,707.1535767883942,0.0
12,707.8039019509755,0.0
13,708.4542271135567,0.0
14,709.1045522761381,0.0
15,709.7548774387194,0.0
16,710.4052026013006,0.0
17,711.055527763882,0.0
18,711.7058529264632,0.0
19,712.3561780890445,0.0
20,713.0065032516258,0.0
21,713.6568284142071,0.0
22,714.3071535767884,0.0
23,714.9574787393697,0.0
24,715.607803901951,0.0
25,716.2581290645322,0.0
26,716.9084542271136,0.0
27,717.5587793896948,0.0
28,718.2091045522761,0.0
29,718.8594297148575,0.0
30,719.5097548774387,0.0
31,720.16008004002,0.0
32,720.8104052026013,0.0
33,721.4607303651826,0.0
34,722.1110555277639,0.0
35,722.7613806903452,0.0
36,723.4117058529265,0.0
37,724.0620310155077,0.0
38,724.7123561780891,0.0
39,725.3626813406703,0.0
40,726.0130065032516,0.0
41,726.663331665833,0.0
42,727.3136568284142,0.0
43,727.9639819909955,0.0
44,728.6143071535768,0.0
45,729.2646323161581,0.0
46,729.9149574787393,0.0
47,730.5652826413207,0.0
48,731.215607803902,0.0
49,731.8659329664832,0.0
50,732.5162581290646,0.0
51,733.1665832916458,0.0
52,733.8169084542271,0.0
53,734.4672336168084,0.0
54,735.1175587793897,0.0
55,735.767883941971,0.0
56,736.4182091045523,0.0
57,737.0685342671336,0.0
58,737.7188594297148,0.0
59,738.3691845922962,0.0
60,739.0195097548774,0.0
61,739.6698349174587,0.0
62,740.3201600800401,0.0
63,740.9704852426213,0.0
64,741.6208104052026,0.0
65,742.2711355677839,0.0
66,742.9214607303652,0.0
67,743.5717858929465,0.0
68,744.2221110555278,0.0
69,744.8724362181091,0.0
70,745.5227613806903,0.0
71,746.1730865432717,0.0
72,746.8234117058529,0.0
73,747.4737368684342,0.0
74,748.1240620310155,0.0
75,748.7743871935968,0.0
76,749.4247123561781,0.0
77,750.0750375187594,0.0
78,750.7253626813407,0.0
79,751.3756878439219,0.0
80,752.0260130065033,0.0
81,752.6763381690846,0.0
82,753.3266633316658,0.0
83,753.9769884942472,0.0
84,754.6273136568284,0.0
85,755.2776388194097,0.0
86,755.927963981991,0.0
87,756.5782891445723,0.0
88,757.2286143071535,0.0
89,757.8789394697349,0.0
90,758.5292646323162,0.0
91,759.1795897948974,0.0
92,759.8299149574788,0.0
93,760.48024012006,0.0
94,761.1305652826413,0.0
95,761.7808904452227,0.0
96,762.4312156078039,0.0
97,763.0815407703852,0.0
98,763.7318659329665,0.0
99,764.3821910955478,0.0
100,765.032516258129,0.0
101,765.6828414207104,0.0
102,766.3331665832917,0.0
103,766.9834917458729,0.0
104,767.6338169084543,0.0
105,768.2841420710355,0.0
106,768.9344672336168,0.0
107,769.584792396198,0.0
108,770.2351175587794,0.0
109,770.8854427213607,0.0
110,771.535767883942,0.0
111,772.1860930465233,0.0
112,772.8364182091045,0.0
113,773.4867433716859,0.0
114,774.1370685342672,0.0
115,774.7873936968484,0.0
116,775.4377188594298,0.0
117,776.088044022011,0.0
118,776.7383691845923,0.0
119,777.3886943471736,0.0
120,778.0390195097549,0.0
121,778.6893446723361,0.0
122,779.3396698349175,0.0
123,779.9899949974988,0.0
124,780.64032016008,0.0
125,781.2906453226614,0.0
126,781.9409704852426,0.0
127,782.5912956478239,0.0
128,783.2416208104053,0.0
129,783.8919459729865,0.0
130,784.5422711355678,0.0
131,785.192596298149,0.0
132,785.8429214607304,0.0
133,786.4932466233116,0.0
134,787.143571785893,0.0
135,787.7938969484742,0.0
136,788.4442221110555,0.0
137,789.0945472736369,0.0
138,789.7448724362181,0.0
139,790.3951975987994,0.0
140,791.0455227613807,0.0
141,791.695847923962,0.0
142,792.3461730865433,0.0
143,792.9964982491246,0.0
144,793.6468234117059,0.0
145,794.2971485742871,0.0
146,794.9474737368685,0.0
147,795.5977988994497,0.0
148,796.248124062031,0.0
149,796.8984492246122,0.0
150,797.5487743871936,0.0
151,798.1990995497749,0.0
152,798.8494247123562,0.0
153,799.4997498749375,0.0
154,800.1500750375187,0.0
155,800.8004002001001,0.0
156,801.4507253626814,0.0
157,802.1010505252626,0.0
158,802.751375687844,0.0
159,803.4017008504252,0.0
160,804.0520260130065,0.0
161,804.7023511755879,0.0
162,805.3526763381691,0.0
163,806.0030015007504,0.0
164,806.6533266633317,0.0
165,807.303651825913,0.0
166,807.9539769884942,0.0
167,808.6043021510756,0.0
168,809.2546273136568,0.0
169,809.9049524762381,0.0
170,810.5552776388195,0.0
171,811.2056028014007,0.0
172,811.855927963982,0.0
173,812.5062531265633,0.0
174,813.1565782891446,0.0
175,813.8069034517259,0.0
176,814.4572286143072,0.0
177,815.1075537768885,0.0
178,815.7578789394697,0.0
179,816.4082041020511,0.0
180,817.0585292646323,0.0
181,817.7088544272136,0.0
182,818.3591795897948,0.0
183,819.0095047523762,0.0
184,819.6598299149575,0.0
185,820.3101550775388,0.0
186,820.9604802401201,0.0
187,821.6108054027013,0.0
188,822.2611305652827,0.0
189,822.911455727864,0.0
190,823.5617808904452,0.0
191,824.2121060530266,0.0
192,824.8624312156078,0.0
193,825.5127563781891,0.0
194,826.1630815407703,0.0
195,826.8134067033517,0.0
196,827.4637318659329,0.0
197,828.1140570285143,0.0
198,828.7643821910956,0.0
199,829.4147073536768,0.0
200,830.0650325162582,0.0
