,feh,prob
0,-3.0,0.0
1,-2.99799899949975,0.0
2,-2.9959979989994996,0.0
3,-2.9939969984992496,0.0
4,-2.9919959979989996,0.0
5,-2.989994997498749,0.0
6,-2.987993996998499,0.0
7,-2.9859929964982492,0.0
8,-2.983991995997999,0.0
9,-2.981990995497749,0.0
10,-2.979989994997499,0.0
11,-2.9779889944972484,0.0
12,-2.9759879939969984,0.0
13,-2.9739869934967484,0.0
14,-2.9719859929964985,0.0
15,-2.969984992496248,0.0
16,-2.967983991995998,0.0
17,-2.965982991495748,0.0
18,-2.9639819909954976,0.0
19,-2.9619809904952477,0.0
20,-2.9599799899949977,0.0
21,-2.9579789894947472,0.0
22,-2.9559779889944973,0.0
23,-2.9539769884942473,0.0
24,-2.951975987993997,0.0
25,-2.949974987493747,0.0
26,-2.947973986993497,0.0
27,-2.9459729864932465,0.0
28,-2.9439719859929965,0.0
29,-2.9419709854927465,0.0
30,-2.939969984992496,0.0
31,-2.937968984492246,0.0
32,-2.935967983991996,0.0
33,-2.9339669834917457,0.0
34,-2.9319659829914957,0.0
35,-2.9299649824912457,0.0
36,-2.9279639819909953,0.0
37,-2.9259629814907453,0.0
38,-2.9239619809904953,0.0
39,-2.9219609804902453,0.0
40,-2.919959979989995,0.0
41,-2.917958979489745,0.0
42,-2.915957978989495,0.0
43,-2.9139569784892445,0.0
44,-2.9119559779889945,0.0
45,-2.9099549774887445,0.0
46,-2.907953976988494,0.0
47,-2.905952976488244,0.0
48,-2.903951975987994,0.0
49,-2.9019509754877437,0.0
50,-2.8999499749874937,0.0
51,-2.8979489744872438,0.0
52,-2.8959479739869933,0.0
53,-2.8939469734867433,0.0
54,-2.8919459729864934,0.0
55,-2.889944972486243,0.0
56,-2.887943971985993,0.0
57,-2.885942971485743,0.0
58,-2.8839419709854925,0.0
59,-2.8819409704852426,0.0
60,-2.8799399699849926,0.0
61,-2.8779389694847426,0.0
62,-2.875937968984492,0.0
63,-2.873936968484242,0.0
64,-2.871935967983992,0.0
65,-2.8699349674837418,0.0
66,-2.867933966983492,0.0
67,-2.865932966483242,0.0
68,-2.8639319659829914,0.0
69,-2.8619309654827414,0.0
70,-2.8599299649824914,0.0
71,-2.857928964482241,0.0
72,-2.855927963981991,0.0
73,-2.853926963481741,0.0
74,-2.8519259629814906,0.0
75,-2.8499249624812406,0.0
76,-2.8479239619809906,0.0
77,-2.84592296148074,0.0
78,-2.84392196098049,0.0
79,-2.8419209604802402,0.0
80,-2.83991995997999,0.0
81,-2.83791895947974,0.0
82,-2.83591795897949,0.0
83,-2.8339169584792394,0.0
84,-2.8319159579789894,0.0
85,-2.8299149574787394,0.0
86,-2.8279139569784895,0.0
87,-2.825912956478239,0.0
88,-2.823911955977989,0.0
89,-2.821910955477739,0.0
90,-2.8199099549774886,0.0
91,-2.8179089544772387,0.0
92,-2.8159079539769887,0.0
93,-2.8139069534767382,0.0
94,-2.8119059529764883,0.0
95,-2.8099049524762383,0.0
96,-2.807903951975988,0.0
97,-2.805902951475738,0.0
98,-2.803901950975488,0.0
99,-2.8019009504752375,0.0
100,-2.7998999499749875,0.0
101,-2.7978989494747375,0.0
102,-2.795897948974487,0.0
103,-2.793896948474237,0.0
104,-2.791895947973987,0.0
105,-2.789894947473737,0.0
106,-2.7878939469734867,0.0
107,-2.7858929464732367,0.0
108,-2.7838919459729867,0.0
109,-2.7818909454727363,0.0
110,-2.7798899449724863,0.0
111,-2.7778889444722363,0.0
112,-2.775887943971986,0.0
113,-2.773886943471736,0.0
114,-2.771885942971486,0.0
115,-2.7698849424712355,0.0
116,-2.7678839419709855,0.0
117,-2.7658829414707355,0.0
118,-2.763881940970485,0.0
119,-2.761880940470235,0.0
120,-2.759879939969985,0.0
121,-2.7578789394697347,0.0
122,-2.7558779389694847,0.0
123,-2.7538769384692348,0.0
124,-2.7518759379689843,0.0
125,-2.7498749374687343,0.0
126,-2.7478739369684844,0.0
127,-2.745872936468234,0.0
128,-2.743871935967984,0.0
129,-2.741870935467734,0.0
130,-2.7398699349674835,0.0
131,-2.7378689344672336,0.0
132,-2.7358679339669836,0.0
133,-2.733866933466733,0.0
134,-2.731865932966483,0.0
135,-2.729864932466233,0.0
136,-2.727863931965983,0.0
137,-2.7258629314657328,0.0
138,-2.723861930965483,0.0
139,-2.721860930465233,0.0
140,-2.7198599299649824,0.0
141,-2.7178589294647324,0.0
142,-2.7158579289644824,0.0
143,-2.713856928464232,0.0
144,-2.711855927963982,0.0
145,-2.709854927463732,0.0
146,-2.7078539269634816,0.0
147,-2.7058529264632316,0.0
148,-2.7038519259629816,0.0
149,-2.701850925462731,0.0
150,-2.699849924962481,0.0
151,-2.6978489244622312,0.0
152,-2.6958479239619813,0.0
153,-2.693846923461731,0.0
154,-2.691845922961481,0.0
155,-2.689844922461231,0.0
156,-2.6878439219609804,0.0
157,-2.6858429214607304,0.0
158,-2.6838419209604805,0.0
159,-2.68184092046023,0.0
160,-2.67983991995998,0.0
161,-2.67783891945973,0.0
162,-2.6758379189594796,0.0
163,-2.6738369184592297,0.0
164,-2.6718359179589797,0.0
165,-2.6698349174587293,0.0
166,-2.6678339169584793,0.0
167,-2.6658329164582293,0.0
168,-2.663831915957979,0.0
169,-2.661830915457729,0.0
170,-2.659829914957479,0.0
171,-2.6578289144572285,0.0
172,-2.6558279139569785,0.0
173,-2.6538269134567285,0.0
174,-2.651825912956478,0.0
175,-2.649824912456228,0.0
176,-2.647823911955978,0.0
177,-2.6458229114557277,0.0
178,-2.6438219109554777,0.0
